<pad> day math tutor head life <eos>
<pad> wanted day decided eventually home <eos>
<pad> list day remember lot made <eos>
<pad> day wanted decided home back <eos>
<pad> game excited day lost won <eos>
<pad> work day decided put home <eos>
<pad> car needed day decided wait <eos>
<pad> mall shop shopping stores home <eos>
<pad> work day phone back home <eos>
<pad> george day decided months <eos> it
<pad> leg day walk hospital ambulance <eos>
<pad> work day decided man <eos> someone
<pad> day wanted decided home back <eos>
<pad> game played lost won chess <eos>
<pad> pregnant doctor wrong hospital happy <eos>
<pad> school day friends made happy <eos>
<pad> day work decided time home <eos>
<pad> band wanted model day life <eos>
<pad> day wanted decided thought home <eos>
<pad> work day started eventually proud <eos>
<pad> movie movies film theater night <eos>
<pad> store buy decided purchased home <eos>
<pad> day wanted water doctor home <eos>
<pad> car suddenly storm damage home <eos>
<pad> dentist cavities teeth brushed tooth <eos>
<pad> clark day decided finally home <eos>
<pad> day wanted decided home back <eos>
<pad> club started day decided home <eos>
<pad> girl wanted started kiss met <eos>
<pad> crush girl asked date home <eos>
<pad> day doctor hospital back home <eos>
<pad> travel day decided work happy <eos>
<pad> movie wanted theater movies decided <eos>
<pad> anna clean cleaned put left <eos>
<pad> wanted ride hill scared left <eos>
<pad> gina day doctor news back <eos>
<pad> drink day cup work hospital <eos>
<pad> gina day decided make home <eos>
<pad> day decided back time <eos> never
<pad> window bird birds fly home <eos>
<pad> day win game won team <eos>
<pad> kitten cat litter kittens adopt <eos>
<pad> camera wanted pictures photos bought <eos>
<pad> wanted day decided back end <eos>
<pad> wanted day decided home back <eos>
<pad> glasses day buy picked happy <eos>
<pad> car gun money day home <eos>
<pad> cold hot warm home <eos> blanket
<pad> trampoline day back time fun <eos>
<pad> james wanted beer decided time <eos>
<pad> president day started eventually run <eos>
<pad> tom find lost asked back <eos>
<pad> pet parents responsible dog adopt <eos>
<pad> traffic stuck road late hour <eos>
<pad> day back told <eos> someone never
<pad> dinner day decided ate pizza <eos>
<pad> day wanted decided thought home <eos>
<pad> dinner cold decided heat pizza <eos>
<pad> park dog shelter run home <eos>
<pad> show day stage audience performance <eos>
<pad> gas car stop late i <eos>
<pad> phones phone dropped service screen <eos>
<pad> club friends started home join <eos>
<pad> race lap faster won raced <eos>
<pad> wanted house day finally home <eos>
<pad> window ball couch broke fix <eos>
<pad> day decided put floor home <eos>
<pad> house day looked man home <eos>
<pad> dinner food decided hour home <eos>
<pad> car day thought back home <eos>
<pad> contest enter decided won win <eos>
<pad> hair day cut decided home <eos>
<pad> breakfast eat decided food made <eos>
<pad> neighbors introduce day finally back <eos>
<pad> window ball couch broke fix <eos>
<pad> dad money decided car home <eos>
<pad> wanted day started finally happy <eos>
<pad> play nervous stage audience end <eos>
<pad> larry decides feels finally glad <eos>
<pad> friend money phone day <eos> cable
<pad> wanted decided day started friends <eos>
<pad> learn kayak lessons life glad <eos>
<pad> store items sale put bought <eos>
<pad> game ball shot team goal <eos>
<pad> wanted day money finally back <eos>
<pad> school friends kids day happy <eos>
<pad> surgery doctor day hospital back <eos>
<pad> ball day neighbor air bat <eos>
<pad> lobster day man good i <eos>
<pad> bake ingredients oven baked cake <eos>
<pad> job day decided work love <eos>
<pad> dance wanted dress asked wait <eos>
<pad> hiking bear ran yelled home <eos>
<pad> tom day sudden happened fix <eos>
<pad> market decided day found home <eos>
<pad> day exercise started decided home <eos>
<pad> shoes buy found pair home <eos>
<pad> day house run hit home <eos>
<pad> cat day decided home adopt <eos>
<pad> car gun suddenly hit hurt <eos>
<pad> class teacher students pencil substitute <eos>
<pad> car decided started day back <eos>
<pad> daughter day started man <eos> he
<pad> bank money open day home <eos>
<pad> wanted woke dream eventually night <eos>
<pad> day house started decided home <eos>
<pad> paint needed painted decided ended <eos>
<pad> car money garage found home <eos>
<pad> wanted day friends back home <eos>
<pad> movie movies film decided theater <eos>
<pad> tom needed store back home <eos>
<pad> walk walking leash rain home <eos>
<pad> game played games won chess <eos>
<pad> dad father day back hospital <eos>
<pad> beer decided drink hour tasted <eos>
<pad> diagnosed cancer doctor finally glad <eos>
<pad> car decided mistake day home <eos>
<pad> day wanted decided home back <eos>
<pad> wanted eat eating delicious feels <eos>
<pad> wanted day decided home back <eos>
<pad> tim vacation day hotel family <eos>
<pad> running shoes run ran home <eos>
<pad> friends birthday party throw home <eos>
<pad> day wanted decided thought home <eos>
<pad> wanted decided day doctor back <eos>
<pad> friends day shirts decided back <eos>
<pad> movie wanted theater movies decided <eos>
<pad> skateboard wanted day excited time <eos>
<pad> friends day boat won proud <eos>
<pad> wanted day decided ran home <eos>
<pad> day wanted decided home back <eos>
<pad> tom day fell leg hospital <eos>
<pad> night sleep decided day home <eos>
<pad> day wanted decided home back <eos>
<pad> dress wear buy stores found <eos>
<pad> cat litter kittens clean eat <eos>
<pad> james day decided made proud <eos>
<pad> sam day back home left <eos>
<pad> dinner decided vacuum hour home <eos>
<pad> house family day decided home <eos>
<pad> work back day hurt fix <eos>
<pad> leftovers fridge food eat hungry <eos>
<pad> store milk car bought home <eos>
<pad> car hill fell hospital back <eos>
<pad> deer road pull day home <eos>
<pad> friends wanted ball proud <eos> lane
<pad> day house started decided home <eos>
<pad> waitress started decided back glad <eos>
<pad> gina day decided back home <eos>
<pad> glasses day broke fixed fix <eos>
<pad> bottle water filled decided risk <eos>
<pad> day wanted decided thought home <eos>
<pad> car drive lot home found <eos>
<pad> gina day home told <eos> to
<pad> house day fire ran door <eos>
<pad> charles decides day chest happy <eos>
<pad> wanted day decided started back <eos>
<pad> dinner family food night home <eos>
<pad> house noise turned scared night <eos>
<pad> headache day medicine doctor bed <eos>
<pad> day today work lot home <eos>
<pad> jasper cup finally coffee happy <eos>
<pad> dad mom lap santa home <eos>
<pad> feeling doctor flu bed rest <eos>
<pad> jogging morning day back home <eos>
<pad> joke day funny jokes time <eos>
<pad> sing day sang decided made <eos>
<pad> wanted day buy decided happy <eos>
<pad> car license drive lot drove <eos>
<pad> house fire ran control flames <eos>
<pad> movie wanted decided theater to <eos>
<pad> john nervous fell asked performance <eos>
<pad> dress money needed stores found <eos>
<pad> job interview boss fired work <eos>
<pad> wanted day work finally happy <eos>
<pad> wanted day started doctor married <eos>
<pad> glasses wore picked contacts happy <eos>
<pad> wanted day decided back home <eos>
<pad> tooth dentist pull mouth pillow <eos>
<pad> john day decided morning home <eos>
<pad> wanted fit decided day home <eos>
<pad> walk day started rain door <eos>
<pad> friends invited party showed fun <eos>
<pad> concert money tickets show band <eos>
<pad> cheese fridge plate delicious tasted <eos>
<pad> day toilet decided back home <eos>
<pad> day wanted decided home back <eos>
<pad> job applied interview work fired <eos>
<pad> teacher class students school happy <eos>
<pad> tom day decided back home <eos>
<pad> work day falls hospital proud <eos>
<pad> sam dirty clean dirt cleaned <eos>
<pad> music day practice headphones home <eos>
<pad> car road accident hospital leg <eos>
<pad> day wanted decided home back <eos>
<pad> car day started back home <eos>
<pad> movie scary frightened screaming theater <eos>
<pad> wanted day decided work home <eos>
<pad> house day kids decided family <eos>
<pad> hair day iron decided home <eos>
<pad> kittens kitten litter home mother <eos>
<pad> movie wanted theater movies decided <eos>
<pad> wanted dive day diving time <eos>
<pad> day wanted decided home back <eos>
<pad> wanted decided day proud happy <eos>
<pad> night sleep decided day home <eos>
<pad> job nervous interview work fired <eos>
<pad> car mechanic fix price <eos> fixed
<pad> dinner ingredients oven forgot burned <eos>
<pad> wanted day sleep finally home <eos>
<pad> wanted decided day put proud <eos>
<pad> day wanted decided home back <eos>
<pad> job work day put yard <eos>
<pad> wanted parents day found left <eos>
<pad> contest win compete won scholarship <eos>
<pad> contest compete entered won win <eos>
<pad> pet parents responsible sad adopt <eos>
<pad> cats day kittens cat scared <eos>
<pad> car day roof told home <eos>
<pad> glasses wore picked contacts happy <eos>
<pad> wanted money decided store home <eos>
<pad> park packed ate picnic home <eos>
<pad> day worked buy found man <eos>
<pad> day wanted decided home back <eos>
<pad> work website day found fired <eos>
<pad> dinner ingredients food eat home <eos>
<pad> wanted day decided home back <eos>
<pad> work late overslept time warning <eos>
<pad> tom water clean cleaned back <eos>
<pad> tom day decided thought left <eos>
<pad> day wanted decided home back <eos>
<pad> wanted decides day happy glad <eos>
<pad> car buy set found tom <eos>
<pad> glasses day told wore happy <eos>
<pad> day wanted decided home back <eos>
<pad> dinner hungry eating food ate <eos>
<pad> movie night decided time home <eos>
<pad> day suddenly room clean home <eos>
<pad> arm day broken broke hospital <eos>
<pad> wanted needed decided found eventually <eos>
<pad> watching watch couch broke screen <eos>
<pad> tree reach day cut damage <eos>
<pad> randy wanted love happy glad <eos>
<pad> trip vacation lots finally fun <eos>
<pad> mall missing find searched found <eos>
<pad> morning day started time back <eos>
<pad> elevator day work time left <eos>
<pad> restaurant menu food decided home <eos>
<pad> shoes money buy found pair <eos>
<pad> day wanted decided home back <eos>
<pad> car engine decided mechanic home <eos>
<pad> boyfriend day fell love married <eos>
<pad> bike rode money buy bought <eos>
<pad> wine bottle glass decided drank <eos>
<pad> day decided lot found lost <eos>
<pad> hunting deer shot time glad <eos>
<pad> wanted day decided home back <eos>
<pad> reading write book read bookstore <eos>
<pad> day nervous scared camp time <eos>
<pad> movie movies theater decided happy <eos>
<pad> eat ate chocolate delicious cookies <eos>
<pad> husband day decided found home <eos>
<pad> family week day home proud <eos>
<pad> wanted day decided home back <eos>
<pad> bike rode bicycle stolen stole <eos>
<pad> day worked decided work back <eos>
<pad> work day decided lot home <eos>
<pad> day wanted decided home back <eos>
<pad> car wash drive lot left <eos>
<pad> sam noticed decided day home <eos>
<pad> tom day work home rest <eos>
<pad> dress money saved stores found <eos>
<pad> dinner food decided eating home <eos>
<pad> james day wet soaked water <eos>
<pad> day wanted decided home back <eos>
<pad> wanted day mom put child <eos>
<pad> school fight friends started day <eos>
<pad> horses horse day race won <eos>
<pad> store collection day put home <eos>
<pad> day wanted decided home back <eos>
<pad> wanted day started finally home <eos>
<pad> bag store bags walk in <eos>
<pad> reunion family day eventually happy <eos>
<pad> woods day thought bear lost <eos>
<pad> apartment car call called fix <eos>
<pad> friend house friends day lost <eos>
<pad> car drive gas license home <eos>
<pad> wanted day decided lot home <eos>
<pad> ingredients decided chicken cooked tasted <eos>
<pad> breakfast eat pancakes poured spilled <eos>
<pad> nightmare day doctor bed <eos> never
<pad> car start mechanic window tom <eos>
<pad> day wanted decided home back <eos>
<pad> leftovers fridge food eat <eos> i
<pad> day wanted decided home back <eos>
<pad> car suddenly fix broke breaking <eos>
<pad> apples day pie decided home <eos>
<pad> bake ingredients mixed cookies baked <eos>
<pad> car day decided man home <eos>
<pad> tyler day decided home life <eos>
<pad> dog day shelter home run <eos>
<pad> friends day game won time <eos>
<pad> day arm fell hit hurt <eos>
<pad> day excited boat water home <eos>
<pad> tom sugar decided money <eos> it
<pad> james day lot pass time <eos>
<pad> friends day decided time trip <eos>
<pad> gas car stop late i <eos>
<pad> dog day ran door returned <eos>
<pad> day wanted decided home back <eos>
<pad> day wanted decided home back <eos>
<pad> wanted day decided left proud <eos>
<pad> walk dog leash minutes squirrel <eos>
<pad> flowers picked day home smell <eos>
<pad> dinner night decided time home <eos>
<pad> skip day decided made home <eos>
<pad> running shoes run found home <eos>
<pad> job day decided time bed <eos>
<pad> day wanted decided home back <eos>
<pad> mexico wanted trip happy glad <eos>
<pad> dan overweight day decided eventually <eos>
<pad> store decided home melted delicious <eos>
<pad> mall money found shopping home <eos>
<pad> tom day started work home <eos>
<pad> bath tub water clean <eos> soaked
<pad> pregnant day lost back baby <eos>
<pad> tooth dentist teeth pillow mouth <eos>
<pad> cat day cats scared home <eos>
<pad> watch watching decided buy watched <eos>
<pad> school day lot love happy <eos>
<pad> school counselor day friends love <eos>
<pad> day friends back home <eos> glad
<pad> day store collection put home <eos>
<pad> card find cards lost returned <eos>
<pad> day wanted decided home back <eos>
<pad> bus late stop day time <eos>
<pad> day wanted decided home back <eos>
<pad> nervous date practiced asked end <eos>
<pad> day wanted decided thought home <eos>
<pad> day wanted decided home back <eos>
<pad> wanted day work made happy <eos>
<pad> car fix broken broke breaking <eos>
<pad> day wanted decided home back <eos>
<pad> sarah day parade kids proud <eos>
<pad> story wrote read written writer <eos>
<pad> shower wanted scrubbed wash time <eos>
<pad> house suddenly basement back home <eos>
<pad> tom thunder back day home <eos>
<pad> house packed home leave family <eos>
<pad> zoo visit elephants animals monkeys <eos>
<pad> house day decided found home <eos>
<pad> wanted day friends home back <eos>
<pad> wanted day decided home back <eos>
<pad> mall buy decided wait home <eos>
<pad> job day arrived home <eos> help
<pad> wanted day decided home back <eos>
<pad> wanted day decided home cream <eos>
<pad> driving car engine road blown <eos>
<pad> car drive day accident home <eos>
<pad> gina friends day back i <eos>
<pad> car low mechanic fix price <eos>
<pad> beach day stung bees home <eos>
<pad> work day started back left <eos>
<pad> lunch day decided happy home <eos>
<pad> dog find shelter looked home <eos>
<pad> wanted day decided finally happy <eos>
<pad> wanted day decided home back <eos>
<pad> work day decided eventually man <eos>
<pad> wanted melted decided store home <eos>
<pad> dog day shelter adopt home <eos>
<pad> ice day decided home fell <eos>
<pad> day nervous decided tournament won <eos>
<pad> walk rain started continue rained <eos>
<pad> doctor office worried appointment day <eos>
<pad> wanted day decided home back <eos>
<pad> day wanted decided home back <eos>
<pad> puppy dog parents finally home <eos>
<pad> head brother day hospital hit <eos>
<pad> kids day decided home cream <eos>
<pad> job work day back home <eos>
<pad> tree cat day ladder home <eos>
<pad> ticket cop tickets stadium speeding <eos>
<pad> thirsty water juice day home <eos>
<pad> day wanted decided home back <eos>
<pad> chickens needed finally loved happy <eos>
<pad> jerry wanted day home decided <eos>
<pad> larry decides day glad time <eos>
<pad> school day phone back home <eos>
<pad> late work woke rushed warning <eos>
<pad> job boss fired attitude <eos> feels
<pad> fishing fish boat lake home <eos>
<pad> power day car decided home <eos>
<pad> grass wanted decided minutes back <eos>
<pad> cook ingredients oven class food <eos>
<pad> wanted day back home found <eos>
<pad> phone parents lost searched answer <eos>
<pad> wanted day decided home back <eos>
<pad> letter wrote envelope mailbox home <eos>
<pad> music wanted headphones song life <eos>
<pad> dog day shelter ran home <eos>
<pad> paint painting painted decided loved <eos>
<pad> friends friend day make love <eos>
<pad> wanted needed finally found home <eos>
<pad> quiz cheat day finally work <eos>
<pad> friends skates fell skate skating <eos>
<pad> rabbit day walk home happy <eos>
<pad> wanted day friends time <eos> led
<pad> girl met kiss told kissed <eos>
<pad> race faster day won ankle <eos>
<pad> car late traffic stop time <eos>
<pad> tom needed decided time left <eos>
<pad> girlfriend day house finally left <eos>
<pad> day decided mom home back <eos>
<pad> job day work doctor man <eos>
<pad> school day homework class home <eos>
<pad> taxi car driver money home <eos>
<pad> kids day decided home rest <eos>
<pad> tom house time leave home <eos>
<pad> store decided day groceries home <eos>
<pad> wife wanted day time won <eos>
<pad> day wanted decided home back <eos>
<pad> today day clean home left <eos>
<pad> work late set alarm luckily <eos>
<pad> dinner salad decided kitchen tasted <eos>
<pad> sister excited day mom home <eos>
<pad> day decided water home back <eos>
<pad> chocolate decided eat ate home <eos>
<pad> tom day decided back home <eos>
<pad> couch store buy bought brand <eos>
<pad> dinner day ate pizza delicious <eos>
<pad> tom day wash clean home <eos>
<pad> late work woke overslept ran <eos>
<pad> gun money day police home <eos>
<pad> wanted day decided home back <eos>
<pad> tom find found back home <eos>
<pad> feeling sick doctor morning rest <eos>
<pad> house day bird birds home <eos>
<pad> hike hiked top trail back <eos>
<pad> dinner food decided home family <eos>
<pad> nervous day excited school home <eos>
<pad> tim edge game back glad <eos>
<pad> wanted day decided time home <eos>
<pad> play day decided climb performance <eos>
<pad> hotel doctor day repairs home <eos>
<pad> day wanted decided home back <eos>
<pad> cat day find cats home <eos>
<pad> bill power bills pay home <eos>
<pad> job day doctor home happy <eos>
<pad> sam day broke hit belt <eos>
<pad> car suddenly day basement home <eos>
<pad> car money drive found brand <eos>
<pad> milk fridge store poured cereal <eos>
<pad> wanted day decided home back <eos>
<pad> day arm hit broke year <eos>
<pad> joe day nervous excited won <eos>
<pad> gina day started back home <eos>
<pad> day wanted decided home back <eos>
<pad> bag eat ate bags delicious <eos>
<pad> pilot decided lot day home <eos>
<pad> james suddenly fell leg hospital <eos>
<pad> job applied interview work fired <eos>
<pad> movie nervous asked end date <eos>
<pad> job nervous day solo money <eos>
<pad> store fridge eat ate mixed <eos>
<pad> restaurant food dinner meal home <eos>
<pad> day wanted decided home back <eos>
<pad> house day decided treat time <eos>
<pad> gained weight decides day gym <eos>
<pad> park day wind work home <eos>
<pad> hair day iron decided home <eos>
<pad> day wanted decided home back <eos>
<pad> bookstore sell sale book found <eos>
<pad> tattoo wanted parents decided happy <eos>
<pad> work day decided back hospital <eos>
<pad> pregnant born hospital crying <eos> he
<pad> glasses day broke fixed fix <eos>
<pad> day friends decided told home <eos>
<pad> clown clowns day found happy <eos>
<pad> night pickles put eating home <eos>
<pad> day wanted decided home back <eos>
<pad> tom decided work hour job <eos>
<pad> gina day back work home <eos>
<pad> day wanted started time home <eos>
<pad> sunday church arrived decided end <eos>
<pad> wanted parents presents year family <eos>
<pad> jimmy day work decided lost <eos>
<pad> karen propose day decided proposed <eos>
<pad> day doctor food eating home <eos>
<pad> day arm hit fell <eos> i
<pad> sarah wanted decided finally home <eos>
<pad> day decided mom home back <eos>
<pad> car day decided back home <eos>
<pad> friend day decided friends <eos> horse
<pad> jacket day buy put back <eos>
<pad> violin teach day lessons life <eos>
<pad> day wanted decided home back <eos>
<pad> morning day decided put home <eos>
<pad> job nervous day interview work <eos>
<pad> wanted day decided home back <eos>
<pad> movie friends dinner night date <eos>
<pad> buy store pair shoes found <eos>
<pad> beer beers decided drinking eventually <eos>
<pad> friends ride air landed drops <eos>
<pad> wanted friends decided lot proud <eos>
<pad> funeral house day found back <eos>
<pad> feeling fever sick vet medicine <eos>
<pad> day wanted decided thought home <eos>
<pad> fair rides rode day home <eos>
<pad> wanted day put decided left <eos>
<pad> tired sleep woke nap home <eos>
<pad> tom day clean back left <eos>
<pad> store decided day home delicious <eos>
<pad> walk leash work started home <eos>
<pad> house bedroom built finally home <eos>
<pad> tom day started back <eos> it
<pad> fred decides difficult eating feels <eos>
<pad> day wanted decided home back <eos>
<pad> friends fight night started home <eos>
<pad> dog day shelter time home <eos>
<pad> wanted day decided started home <eos>
<pad> ball day rolled bat happy <eos>
<pad> car day buy decided home <eos>
<pad> vacation day hawaii hotel trip <eos>
<pad> cat day find cats home <eos>
<pad> work day decided back left <eos>
<pad> date asked dinner agreed resolved <eos>
<pad> day wanted decided thought home <eos>
<pad> wanted day decided thought home <eos>
<pad> coupons store buy decided bought <eos>
<pad> fred day divorce eventually <eos> to
<pad> wife day decided relationship married <eos>
<pad> wanted day decided home back <eos>
<pad> grocery store milk home <eos> i
<pad> birthday cake friends baked made <eos>
<pad> peter day decided lot home <eos>
<pad> teddy wanted day lot home <eos>
<pad> day wanted decided home back <eos>
<pad> night friends day home time <eos>
<pad> friend birthday friends day dog <eos>
<pad> mother day house found home <eos>
<pad> friends day climb decided glad <eos>
<pad> day wanted decided home back <eos>
<pad> day thought started decided life <eos>
<pad> tooth dentist teeth mouth pillow <eos>
<pad> larry wife decides finally glad <eos>
<pad> jasper headphones store music happy <eos>
<pad> day wanted decided home back <eos>
<pad> car day suddenly hospital hurt <eos>
<pad> job work day farm life <eos>
<pad> tom day decided work glad <eos>
<pad> watch day decided bought i <eos>
<pad> day wanted decided home back <eos>
<pad> day wanted decided home back <eos>
<pad> bake ingredients mixed cookies baked <eos>
<pad> mike wanted day work job <eos>
<pad> day suddenly floor water fix <eos>
<pad> day decided money told home <eos>
<pad> wanted day started decided left <eos>
<pad> wanted day decided happy make <eos>
<pad> glasses day feared put glad <eos>
<pad> job boss office fired work <eos>
<pad> wanted day decided door home <eos>
<pad> day suddenly told put man <eos>
<pad> house day decided home back <eos>
<pad> day wanted decided thought home <eos>
<pad> tom day decided told home <eos>
<pad> day wanted decided home back <eos>
<pad> netflix day lot back tom <eos>
<pad> bake bread decided baked made <eos>
<pad> day wanted decided home back <eos>
<pad> work day started worked missed <eos>
<pad> laptop needed bought buy loved <eos>
<pad> phil day decided lot happy <eos>
<pad> day wanted decided home back <eos>
<pad> dark heard suddenly scared night <eos>
<pad> carrots tomatoes day work <eos> glad
<pad> car wanted decided finally hurt <eos>
<pad> job house day finally happy <eos>
<pad> burger ingredients decided food delicious <eos>
<pad> reading book read bookstore found <eos>
<pad> day wanted decided home back <eos>
<pad> car garage bike house home <eos>
<pad> car day decided home left <eos>
<pad> tattoo wanted nervous hurt happy <eos>
<pad> friends invited pizza throw delicious <eos>
<pad> park day game shot home <eos>
<pad> movie decided day scratched made <eos>
<pad> wanted day decided found love <eos>
<pad> fan wanted game hard team <eos>
<pad> house day store back home <eos>
<pad> record day decided asked man <eos>
<pad> john wanted decided game team <eos>
<pad> day wanted decided home back <eos>
<pad> park dog shelter run home <eos>
<pad> doctor office illness medicine home <eos>
<pad> car late traffic stop time <eos>
<pad> throw invited friends party home <eos>
<pad> game games lost chess won <eos>
<pad> wanted day decided home back <eos>
<pad> glasses feared wore put glad <eos>
<pad> family year money presents home <eos>
<pad> house noise window scared home <eos>
<pad> bob day called mad home <eos>
<pad> arm day leg hospital hit <eos>
<pad> late work woke overslept ran <eos>
<pad> doctor woke day illness hospital <eos>
<pad> fly pilot day afraid plane <eos>
<pad> gina sun day decided back <eos>
<pad> mouse day mice broken happy <eos>
<pad> day decided started hospital home <eos>
<pad> read day decided library book <eos>
<pad> learn friends day eventually time <eos>
<pad> girl wanted day asked love <eos>
<pad> car money day back home <eos>
<pad> day decided told back left <eos>
<pad> bridge cross day found back <eos>
<pad> park lost find back home <eos>
<pad> job decided day move back <eos>
<pad> car money decided price home <eos>
<pad> phone dropped service silent screen <eos>
<pad> day wanted decided home back <eos>
<pad> day wanted decided home back <eos>
<pad> gina wanted day back home <eos>
<pad> paint picture painting painted piece <eos>
<pad> flowers picked watered home <eos> i
<pad> day wanted decided home back <eos>
<pad> day wanted decided home back <eos>
<pad> day wanted decided home back <eos>
<pad> play wanted guitar good life <eos>
<pad> nervous studied failed pass day <eos>
<pad> wanted friends decided time home <eos>
<pad> dinner ingredients cooked cheese mixed <eos>
<pad> tom lemonade made day i <eos>
<pad> day wanted decided home back <eos>
<pad> puppy dog day litter home <eos>
<pad> car drive money brand home <eos>
<pad> cup drink morning coffee home <eos>
<pad> wanted day decided home back <eos>
<pad> wanted day decided home back <eos>
<pad> tim day decided find <eos> glad
<pad> day wanted decided home back <eos>
<pad> shop store shopping stores home <eos>
<pad> wanted study difficult test end <eos>
<pad> school class math day pass <eos>
<pad> wanted day started decided home <eos>
<pad> wanted day decided home back <eos>
<pad> trip vacation decided wait home <eos>
<pad> feeling doctor flu bed rest <eos>
<pad> cat day home adopted adopt <eos>
<pad> nose day made decided home <eos>
<pad> walk walking back minutes home <eos>
<pad> mike day doctor medicine headache <eos>
<pad> day wanted decided home back <eos>
<pad> tornado day basement heard home <eos>
<pad> wanted day quit cigarettes smoking <eos>
<pad> zoo monkeys day love life <eos>
<pad> rainbow sky clean window home <eos>
<pad> wanted poster ugly put happy <eos>
<pad> wanted day decided game happy <eos>
<pad> car late traffic hour time <eos>
<pad> wanted decided day asked home <eos>
<pad> beach day heat home glad <eos>
<pad> day wanted decided home back <eos>
<pad> river water boat shore home <eos>
<pad> wanted decided time day home <eos>
<pad> wanted beer decided drink eventually <eos>
<pad> dance wanted danced asked time <eos>
<pad> swim water day back <eos> glad
<pad> jenny friends camp scared trip <eos>
<pad> wanted day decided home back <eos>
<pad> night scared sleep woke bed <eos>
<pad> cereal bowl poured spilled <eos> milk
<pad> karen sick kitten vet doctor <eos>
<pad> day wanted decided home back <eos>
<pad> car run ran hit <eos> glad
<pad> wanted bought decided loved <eos> i
<pad> day wanted decided home back <eos>
<pad> car engine mechanic work fix <eos>
<pad> wife day lot asked home <eos>
<pad> waiting day morning back home <eos>
<pad> laptop day started work home <eos>
<pad> day money broke fix happened <eos>
<pad> hammer wanted started home happy <eos>
<pad> school nervous class day friends <eos>
<pad> surgery doctor day hospital back <eos>
<pad> park day air back home <eos>
<pad> pool bed scared sleep night <eos>
<pad> car money decided day home <eos>
<pad> dinner hungry food cooked home <eos>
<pad> work doctor day hospital back <eos>
<pad> tom plants work put home <eos>
<pad> james day arm leg hospital <eos>
<pad> james decided started work home <eos>
<pad> texas wanted money trip family <eos>
<pad> trip day decided finally home <eos>
<pad> birthday friends celebrate presents cake <eos>
<pad> pregnant shower day told home <eos>
<pad> day wanted decided home back <eos>
<pad> computer day virus work fix <eos>
<pad> gina day doctor eventually <eos> glad
<pad> wanted decided day cable left <eos>
<pad> cat litter day cats food <eos>
<pad> cat pet cats day home <eos>
<pad> apartment found move decided work <eos>
<pad> hungry food decided ate home <eos>
<pad> diagnosed cancer devastated doctor hospital <eos>
<pad> week tomatoes tomato day year <eos>
<pad> restaurant menu food waiter meal <eos>
<pad> desert day decided back work <eos>
<pad> job applied jobs sales interview <eos>
<pad> paint wanted painted decided year <eos>
<pad> wanted day decided relationship home <eos>
<pad> crazy day house man told <eos>
<pad> snack grab eat night home <eos>
<pad> cold work warm home tom <eos>
<pad> day wanted decided home back <eos>
<pad> work traffic late stay time <eos>
<pad> race faster fast ankle won <eos>
<pad> store buy beer decided home <eos>
<pad> tom decided day put back <eos>
<pad> job day interview work home <eos>
<pad> wanted decided time fun end <eos>
<pad> day wanted decided home back <eos>
<pad> wanted day decided finally home <eos>
<pad> lauren eat day eating happy <eos>
<pad> hunting deer day hurt hospital <eos>
<pad> late night sleep time bed <eos>
<pad> restaurant food decided eating home <eos>
<pad> egg eggs kids ate home <eos>
<pad> stories write talked glad <eos> he
<pad> work day decided man back <eos>
<pad> sally girl day boyfriend home <eos>
<pad> tom day time back home <eos>
<pad> day wanted decided home life <eos>
<pad> hair haircut decided cut mirror <eos>
<pad> bet money back game left <eos>
<pad> day wanted decided home back <eos>
<pad> pond day ran water home <eos>
<pad> zoo lots day animals home <eos>
<pad> play wanted nervous game time <eos>
<pad> wedding ceremony day aisle married <eos>
<pad> ball friends neighbor day left <eos>
<pad> play excited game won performance <eos>
<pad> sweater small gift found home <eos>
<pad> tim decided minutes back home <eos>
<pad> fishing boat fish caught home <eos>
<pad> bug doctor day told home <eos>
<pad> park rode slide rides glad <eos>
<pad> day wanted decided home back <eos>
<pad> neighbors day decided people home <eos>
<pad> wanted friends day proud glad <eos>
<pad> house mom mother found home <eos>
<pad> job work day boss fired <eos>
<pad> shower scrubbed wash told happy <eos>
<pad> visit excited day family home <eos>
<pad> clown clowns day fell happy <eos>
<pad> class nervous studied pass test <eos>
<pad> gina wanted decided eventually work <eos>
<pad> walk walking started minutes home <eos>
<pad> dinner ingredients food ate home <eos>
<pad> song sang listened started sing <eos>
<pad> line day started home wait <eos>
<pad> race day faster won ankle <eos>
<pad> birthday store friends day gifts <eos>
<pad> star day decided night talent <eos>
<pad> car money raining stolen someone <eos>
<pad> headphones store music pair home <eos>
<pad> business decided started work job <eos>
<pad> homework finish teacher work finished <eos>
<pad> wanted decided bought home <eos> anything
<pad> mark bar fight friends back <eos>
<pad> day wanted decided home back <eos>
<pad> day decided clean virus cleaned <eos>
<pad> hot swim heat closed home <eos>
<pad> cold snow warm coat home <eos>
<pad> barbecue worked day ate home <eos>
<pad> fight friends fought started man <eos>
<pad> drunk drinking drink ended back <eos>
<pad> chair fixed fell stained fix <eos>
<pad> chips eat store ate delicious <eos>
<pad> hair day iron work home <eos>
<pad> park lost find back left <eos>
<pad> job applied jobs sales delight <eos>
<pad> day wanted decided home back <eos>
<pad> sweets sour candy ate delicious <eos>
<pad> bar friends asked leave night <eos>
<pad> gina album night hit home <eos>
<pad> skip needed day lot made <eos>
